Average frame time: 0.015815230921516227
         1141685 function calls (1127177 primitive calls) in 46.524 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.006    0.006 orb.py:1(<module>)
        1    0.000    0.000    0.008    0.008 cm.py:52(_gen_cmap_d)
        1    0.000    0.000    0.052    0.052 __init__.py:101(<module>)
      182    0.000    0.000    0.000    0.000 sre_parse.py:408(_uniq)
       91    0.000    0.000    0.000    0.000 inspect.py:525(_findclass)
        1    0.000    0.000    0.003    0.003 _multivariate.py:4(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method nt._isdir}
        1    0.000    0.000    0.002    0.002 core.py:21(<module>)
     2380    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
      825    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        3    0.000    0.000    0.000    0.000 {built-in method nt.mkdir}
       27    0.000    0.000    0.000    0.000 pathlib.py:517(_select_from)
     1321    0.000    0.000    0.000    0.000 {built-in method builtins.id}
      616    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
      792    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
       36    0.000    0.000    0.000    0.000 pathlib.py:63(parse_parts)
       67    0.000    0.000    0.001    0.000 pyparsing.py:4442(__init__)
       86    0.000    0.000    0.000    0.000 sre_parse.py:837(_parse_flags)
      390    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
      144    0.000    0.000    0.004    0.000 rcsetup.py:72(f)
